0.438167,0.972899,-0.183993
0.0,0.0,0.0
0.031342,0.060802,0.004509
0.059711,0.090505,-0.004063
0.078511,0.122827,-0.024166
0.099304,0.172246,-0.034217
0.129857,0.215301,-0.037219
0.14494,0.229551,-0.038644
0.15121,0.241404,-0.03791
0.176016,0.270245,-0.040205
0.178683,0.286226,-0.038794
0.181033,0.30524,-0.037796
0.181424,0.315862,-0.03708
0.193801,0.34365,-0.038148
0.20511,0.363858,-0.038564
0.210917,0.370536,-0.038689
0.235083,0.413939,-0.042526
0.249108,0.428218,-0.043509
0.263598,0.465088,-0.045782
0.258295,0.474965,-0.043092
0.258136,0.491669,-0.043639
0.255994,0.51437,-0.041706
0.259982,0.531726,-0.04006
0.267152,0.569328,-0.039839
0.267216,0.598271,-0.036753
0.263438,0.616406,-0.035679
0.26287,0.63151,-0.034917
0.273382,0.663741,-0.037688
0.280982,0.683575,-0.041987
0.278149,0.707877,-0.045454
0.282406,0.728417,-0.050683
0.298659,0.749064,-0.057385
0.31321,0.762401,-0.062774
0.30999,0.799172,-0.064961
0.319681,0.830994,-0.07298
0.323228,0.854162,-0.078791
0.324206,0.864629,-0.082579
0.334747,0.898481,-0.089212
0.325293,0.932303,-0.087944
0.335845,0.940168,-0.090379
0.34337,0.949865,-0.092035
0.349388,0.977595,-0.093831
0.350428,1.0016,-0.093348
0.366298,1.039445,-0.092185
0.369419,1.085915,-0.081691
0.383803,1.109618,-0.080669
0.404847,1.138016,-0.081568
0.422528,1.180065,-0.084859
0.443927,1.224171,-0.08758
0.452731,1.240934,-0.089773
0.478074,1.286191,-0.097694
0.519457,1.351784,-0.110929
0.49448,1.468432,-0.12921
0.503402,1.484216,-0.130351
0.529527,1.600092,-0.125752
0.543239,1.618451,-0.127337
0.587442,1.719396,-0.089594
0.620377,1.764712,-0.037598
0.622934,1.783301,-0.037459
0.664327,1.852209,0.029332
0.711968,1.898741,0.080716
0.716493,1.912369,0.079974
0.77113,1.96894,0.138901
0.864189,2.028966,0.204169
0.951282,2.065611,0.265483
1.102904,2.123237,0.34281
1.243807,2.158522,0.415643
1.376742,2.161454,0.479998
1.506693,2.158568,0.508414
1.592773,2.139092,0.529141
1.684168,2.104465,0.539115
1.756792,2.090744,0.544755
1.81465,2.075423,0.54159
1.852836,2.067264,0.538907
1.893657,2.050423,0.533373
1.950942,2.065756,0.530967
1.957295,2.057817,0.528971
2.005816,2.04511,0.528286
2.041099,2.044342,0.526915
2.080337,2.033005,0.525687
2.111728,2.027275,0.524095
2.131528,2.02467,0.522183
2.137108,2.027356,0.522224
2.167531,2.017023,0.520641
2.180775,2.014747,0.52013
2.202246,2.013525,0.519778
2.220533,2.009356,0.5184
2.237021,2.011158,0.51845
2.26107,2.014272,0.518057
2.306507,2.018038,0.519785
2.317079,2.01715,0.520212
2.332776,2.011348,0.519426
2.338066,2.009118,0.519138
2.357015,2.002773,0.517682
2.382846,1.999739,0.516768
2.405219,2.001896,0.516397
2.433787,2.019742,0.518435
2.47468,2.02831,0.519429
2.484676,2.02914,0.519954
2.510184,2.019422,0.518092
2.520127,2.022716,0.518538
2.540661,2.016219,0.516611
2.552452,2.015966,0.51645
2.591253,2.021554,0.517314
2.606287,2.02657,0.516963
2.615354,2.029243,0.517483
2.627156,2.028523,0.516878
2.650433,2.018445,0.518058
2.663705,2.011117,0.515969
2.682599,2.004418,0.513575
2.692674,2.000125,0.51256
2.718861,1.994578,0.510871
2.727847,1.991436,0.509395
2.750828,1.987635,0.507444
2.761439,1.985756,0.508621
2.772184,1.981909,0.507031
2.821638,1.98235,0.506388
2.83756,1.987383,0.506341
2.842652,1.986048,0.505531
2.85534,1.981762,0.504467
2.861624,1.980152,0.503483
2.875633,1.975963,0.503437
2.894607,1.97046,0.501874
2.904786,1.967963,0.50177
2.940094,1.963664,0.501246
2.976208,1.959485,0.499413
2.986801,1.955841,0.498384
3.001456,1.951247,0.496759
3.009991,1.950418,0.496143
3.015185,1.949437,0.496204
3.058763,1.947985,0.496007
3.093286,1.935545,0.49383
3.121154,1.91995,0.488556
3.141941,1.924609,0.489171
3.147875,1.922698,0.488342
3.174414,1.916421,0.484377
3.181807,1.912477,0.483203
3.188886,1.910447,0.48294
3.21745,1.901303,0.479377
3.241659,1.894786,0.475702
3.279824,1.885873,0.471121
3.312374,1.883218,0.470957
3.344993,1.873246,0.46835
3.362895,1.865662,0.467177
3.393674,1.864978,0.463487
3.395806,1.85842,0.462188
3.420739,1.86009,0.460927
3.426404,1.861178,0.460755
3.444164,1.853487,0.459877
3.468352,1.84843,0.456207
3.479289,1.847626,0.454918
3.49132,1.849135,0.454912
3.511602,1.847581,0.457389
3.518322,1.849088,0.460689
3.534364,1.847287,0.460596
3.549038,1.846272,0.459956
3.575837,1.838895,0.461274
3.583422,1.838274,0.460949
3.608747,1.83746,0.462581
3.621771,1.833108,0.462494
3.631925,1.832461,0.463563
3.701816,1.836066,0.463189
3.741938,1.832301,0.466188
3.752549,1.836856,0.466331
3.789243,1.831595,0.468005
3.794966,1.832361,0.467658
3.872361,1.824628,0.471876
3.881193,1.824883,0.471754
3.943718,1.816145,0.47357
3.950359,1.817838,0.473079
4.029119,1.808503,0.477702
4.040172,1.810437,0.477511
4.084932,1.804234,0.490287
4.143147,1.78975,0.516103
4.232033,1.778647,0.573209
4.301295,1.758428,0.614861
4.39648,1.733167,0.675065
4.457488,1.726245,0.674354
4.516148,1.691873,0.713654
4.539991,1.686861,0.712645
4.608043,1.626216,0.756439
4.61853,1.620516,0.755473
4.664532,1.575504,0.787218
4.673809,1.564348,0.7862
4.715483,1.50677,0.818203
4.72199,1.491912,0.827823
4.727242,1.473582,0.836116
4.730553,1.462968,0.847348
4.758825,1.432425,0.845603
4.776622,1.373772,0.865387
4.787842,1.312939,0.877038
4.791085,1.293648,0.881674
4.794791,1.26012,0.896286
4.791847,1.245553,0.902924
4.790007,1.214734,0.902009
4.773437,1.166339,0.898294
4.778357,1.155558,0.898212
4.848339,1.104965,0.88798
4.85453,1.107513,0.884337
4.864168,1.082306,0.884077
4.867786,1.071043,0.876049
4.854208,1.063391,0.860883
4.856102,1.057609,0.858465
4.851768,1.036079,0.854177
4.857048,1.025137,0.854216
4.861252,1.011578,0.848168
4.883421,0.991846,0.846411
