[-0.00043,-0.000384, 0, 1 ,0.46516799999999997, 1.0369739999999998],
[-5e-05,0.000576, 0.00037999999999999997, 0.0009600000000000006 ,0.464788, 1.036014],
[-0.000166,-4e-05, 0.000264, 0.0006114954296160876 ,0.464904, 1.03663],
[-0.00017,0.000269, 0.00026, 0.0006151752119082079 ,0.464908, 1.0363209999999998],
[0.000475,0.00255, 0.000905, 0.0030647052584258 ,0.464263, 1.0340399999999998],
[0.000143,0.001651, 0.0005729999999999999, 0.0020116793002010773 ,0.464595, 1.0349389999999998],
[-0.000167,0.001152, -0.000117, -0.0003945694016271599 ,0.46490499999999996, 1.0354379999999999],
[0.000193,0.001313, 0.000359, 0.001137975842481612 ,0.464545, 1.035277],
[0.000241,0.001524, 0.000411, 0.0010792630072531876 ,0.464497, 1.0350659999999998],
[-0.000361,0.001568, 0.000411, 0.0010792630072531876 ,0.465099, 1.0350219999999999],
[0.000558,0.001237, 0.000411, 0.0010792630072531876 ,0.46418, 1.035353],
[0.000387,0.000934, 0.000411, 0.0010792630072531876 ,0.46435099999999996, 1.035656],
[0.000307,0.000937, 0.000411, 0.0010792630072531876 ,0.464431, 1.035653],
[0.000127,0.000803, 0.000411, 0.0010792630072531876 ,0.464611, 1.0357869999999998],
[0.000329,0.001081, 0.000411, 0.0010792630072531876 ,0.46440899999999996, 1.0355089999999998],
[0.000635,0.0014, 7.700000000000003e-05, 8.702690205343502e-05 ,0.464103, 1.0351899999999998],
[0.000593,0.001268, 0.00020600000000000002, 0.00023020370097207683 ,0.464145, 1.0353219999999999],
[-4.6e-05,0.000774, -0.00035299999999999996, -0.0003276820748671056 ,0.464784, 1.0358159999999998],
[-0.00107,0.000356, -0.001197, -0.0006943147295431086 ,0.465808, 1.0362339999999999],
[0.00092,0.003243, 0.000591, 0.0006312359461537731 ,0.463818, 1.0333469999999998],
[0.00046,0.002416, -0.00017500000000000003, -0.00020060567390935407 ,0.46427799999999997, 1.034174],
[0.000366,0.00421, -0.00017500000000000003, -0.00020060567390935407 ,0.464372, 1.0323799999999999],
[0.006336,0.010738, 0.006382, 0.008909508301609512 ,0.458402, 1.025852],
[0.008551,0.014219, 0.009621, 0.013251274270540236 ,0.456187, 1.022371],
[0.009223,0.016886, 0.008303, 0.012078138741470876 ,0.455515, 1.019704],
[0.014843,0.023321, 0.014383, 0.020214747358795845 ,0.449895, 1.013269],
[0.033556,0.036609, 0.033190000000000004, 0.03191212250817331 ,0.43118199999999995, 0.9999809999999999],
[0.039112,0.051787, 0.032776, 0.03576015958207464 ,0.425626, 0.9848029999999999],
[0.046516,0.070537, 0.037965, 0.049239444816195514 ,0.418222, 0.9660529999999999],
[0.051413,0.072675, 0.04219, 0.056773797077695726 ,0.413325, 0.9639149999999999],
[0.04962,0.070824, 0.034776999999999995, 0.05088183512689512 ,0.415118, 0.9657659999999999],
[0.055035,0.076231, 0.021478999999999998, 0.040118652816233974 ,0.409703, 0.960359],
[0.07039,0.090849, 0.03127799999999999, 0.03587684261184995 ,0.394348, 0.9457409999999999],
[0.076131,0.099946, 0.029615000000000002, 0.029797158702370874 ,0.388607, 0.9366439999999999],
[0.075786,0.103963, 0.024373000000000006, 0.028082628712793822 ,0.38895199999999996, 0.9326269999999999],
[0.076653,0.106508, 0.027033, 0.03318095736239515 ,0.388085, 0.9300819999999999],
